;user;username;text;ts;key
1106;Taegarys;Taegarys;I’ll be doing HO tomorrow;1481648449.0000439;1481648449U25T408CS
1107;Braddock;Braddock;I'll be in the office around 9:15 due to a doctors appointment. And at 10:45 I've to go to the physiotherapist for about 30 minutes.;1481612641.000043;1481612641U0CNKFT0A
1108;Galeris;Galeris;yeah crazy slippery today - my girlfriend fell and my tires slipped two or three times on the way to work!;1481528316.000041;1481528316U036SKV77
1109;Torerne;Torerne;(* someone else fell, not me, but I had to wait for the ambulance as the guy couldn’t really move and was still lying on the street);1481526096.000039;1481526096U035FRZHY
1110;Torerne;Torerne;Run into Bike accident. Will be later. Bikers take Care!! Very slippery;1481525723.0000381;1481525723U035FRZHY
1111;Braddock;Braddock;I won’t be in the office on Monday. See you all on Tuesday.;1481496173.000037;1481496173U0CNKFT0A
1112;Drevyn;Drevyn;I will be in the office around 13.15;1481483652.000036;1481483652U035B8PRU
1113;Vaerys;Vaerys;And see you all next week! Have a great week!;1481475102.000035;1481475102U0PLNK7EK
1114;Vaerys;Vaerys;All the best <@U278DLL2D> :slightly_smiling_face:;1481475093.000034;1481475093U0PLNK7EK
1115;Maehagar;Maehagar;I'd like to dedicate this monday morning to some bureaucratic piligrimmage (kreisburo, krankenversicherung, etc.), that appears to be compulsory...;1481472253.000033;1481472253U278DLL2D
1116;Eliar;Eliar;I'll have to leave a bit earlier today (ca. 16:40).;1481269714.000032;1481269714U0A8NPHRD
1117;Myke;Myke;I'm in HO today as planned;1481269433.000031;1481269433U0MGNKETU
1118;Balaemar;Balaemar;i am in HO today.;1481264412.00003;1481264412U035FRUCY
1119;Joragni;Joragni;Friday, 9 November, will my designated day off this week.;1481213452.0000286;1481213452U0K4J0613
1120;Myke;Myke;I’m doing HO tomorrow too. Will be off for an hour in the morning to drop by immigration office;1481209731.000027;1481209731U0MGNKETU
1121;Taegarys;Taegarys;Tomorrow, I’ll be at HO after my docs appointment;1481209400.000026;1481209400U25T408CS
1122;Balaemar;Balaemar;I will be in HO tomorrow;1481207833.000025;1481207833U035FRUCY
1123;Torerne;Torerne;I am having half a day off tomorrow (Friday) afternoon.;1481194480.0000231;1481194480U035FRZHY
1124;Myke;Myke;I'll be about 40min late today. Some delay in earlier and I'm on 8am train.;1481180789.0000222;1481180789U0MGNKETU
1125;Baegar;Baegar;i'm in HO now.;1481118505.000021;1481118505U035J4RG4
1126;Braddock;Braddock;Tomorrow morning I’ve a meeting at MomoLtd. In the afternoon I have to leave early to the airport. On Thursday and Friday, I’m with Fisher and nalah in Utrecht.;1481053356.00002;1481053356U0CNKFT0A
1127;Taegarys;Taegarys;I’ll be having a docs appointment on friday morning and will be doing HO afterwards;1481039961.0000188;1481039961U25T408CS
1128;Overton;Overton;I will have to leave a bit earlier on friday.;1481039471.000018;1481039471U0PSDKXHR
1129;Jaereron;Jaereron;I still have to be close to the bathroom and therefore will work tomorrow from my couch-office again;1481039385.000017;1481039385U035G5WMS
1130;Baegar;Baegar;<@U2Q4H6S4E> and me will be in Horgen tomorrow until about 3pm.;1481038974.000016;1481038974U035J4RG4
1131;Styrund;Styrund;<@U036U40UC|leia> uploaded a file: <https://acmeinc.slack.com/files/leia/F3AGNQABA/wtf5.gif|Holy Sh...> and commented: :smile:;1481038916.000015;1481038916U036U40UC
1132;Joragni;Joragni;As an exception, I'll be present tomorrow.;1481038767.000014;1481038767U0K4J0613
1133;Styrund;Styrund;I will be in HomeOffice on Friday Afternoon;1481038377.000013;1481038377U036U40UC
1134;Jaereron;Jaereron;I'm still not feeling well, but I try to do some work today ;1481007347.000012;1481007347U035G5WMS
1135;Braddock;Braddock;I have to go to the fysio and will work at home the rest of the day.;1481007211.000011;1481007211U0CNKFT0A
1136;Gaelralis;Gaelralis;I am on my way home. will do some HO later. cu tomorrow. :slightly_smiling_face:;1480947985.00001;1480947985U0HLAK1T6
1137;Caenraenos;Caenraenos;Bruce is also sick today. Stomach flu all around...;1480925947.000009;1480925947U035AASB8
1138;Balaemar;Balaemar;"I will be in HO today. I am not well. The night from Sa2So I vomit the whole night and yesterday I was in bed with fever.
My todo's are setup 3 new request Forms for ACME.";1480922063.000008;1480922063U035FRUCY
1139;Caenraenos;Caenraenos;Home office in the morning from my side: daughter sick and wife needs to go to the doctor. Will be in the office by midday.;1480920289.000006;1480920289U035AASB8
1140;Styrund;Styrund;I’ll probably be a bit late, because my wife has an «emergency» Appointment with the dentist. I hope to get to the office around 9.30;1480920214.000005;1480920214U036U40UC
1141;Caenraenos;Caenraenos;Sorry to hear David and Volodymyr. Hope it is not too awful, and wish both of you a good recovery!;1480885335.0000038;1480885335U035AASB8
1142;Maehagar;Maehagar;I'm not feeling well neither, would like to take a day off tomorrow ;1480885225.0000026;1480885225U278DLL2D
1143;Celtheon;Celtheon;I'm not feeling well today. I'll try to work tomorrow from home.;1480883017.000002;1480883017U1RLS54MB
1144;Taegarys;Taegarys;I’ll be having a day off on monday;1480679446.000159;1480679446U25T408CS
1145;Vaerys;Vaerys;I will be at home tomorrow (plumber visit) and will continue to work on file upload post element for Castor;1480607475.000158;1480607475U0PLNK7EK
1146;Braddock;Braddock;I forgot to mention yesterday that I have a medical appointment and do HO the rest of the day. Sorry for the late announcement.;1480579366.000157;1480579366U0CNKFT0A
1147;Taegarys;Taegarys;<@U035B8PRU> <@U035AASB8> and I will be with ACME this afternoon.;1480493208.0001562;1480493208U25T408CS
1148;Maehagar;Maehagar;My girlfriend didn't feel well this morning, will be at the office at 09:30;1480491811.000155;1480491811U278DLL2D
1149;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1480488782.000154;1480488782U0K4J0613
1150;Baegar;Baegar;I will have to leave today at 16:45.;1480488618.0001528;1480488618U035J4RG4
1151;Balaemar;Balaemar;Because of an appointment with the tax consultant I go today at 16:30;1480430056.0001519;1480430056U035FRUCY
1152;Celtaris;Celtaris;I will have to leave a bit earlier (16.15) today for a doctor's appointment.;1480405611.000151;1480405611U2Q4H6S4E
1153;Taegarys;Taegarys;I’ll be doing HO tomorrow;1480345740.00015;1480345740U25T408CS
1154;Maehagar;Maehagar;Will be in the office at 14:00, the post office visit took more time than I expected ;1480334446.000149;1480334446U278DLL2D
1155;Balaemar;Balaemar;I get an appointment with the eye doctor and have to leave at 14:30;1480331139.000148;1480331139U035FRUCY
1156;Torerne;Torerne;<@U0CNKFT0A> <@U035B8PRU> and I are in Heerbrugg this morning for a SpeedyApp Meeting. ;1480316852.000147;1480316852U035FRZHY
1157;Caenraenos;Caenraenos;I have to prolong to another day of absence for diabetes schooling, so not in the office tomorrow.;1480280946.0001464;1480280946U035AASB8
1158;Eliar;Eliar;I will leave a lil bit earlier today (ca 16:15);1480083951.000145;1480083951U0A8NPHRD
1159;Myke;Myke;I'm doing HO today too;1480058608.000144;1480058608U0MGNKETU
1160;Celtaris;Celtaris;I will be in HO after lunch - have a good day.;1480058421.000143;1480058421U2Q4H6S4E
1161;Maehagar;Maehagar;My bus got delayed too, won't be able to make it to the daily;1480058377.000142;1480058377U278DLL2D
1162;Baegar;Baegar;I need to leave a bit earlier today (16:30). Have a nice day.;1480057060.000141;1480057060U035J4RG4
1163;Vaerys;Vaerys;Good morning everyone, I am in HO today;1480056469.00014;1480056469U0PLNK7EK
1164;Eliar;Eliar;<@U035B8PRU>: and I are in Zurich this morning for a meeting with MoonInc and Jelmoli;1480054438.000139;1480054438U0A8NPHRD
1165;Braddock;Braddock;I’m doing HO tomorrow.;1480006116.000138;1480006116U0CNKFT0A
1166;Myke;Myke;i’ll be doing home office tomorrow too, working on automated testing if no feedback for the CR yet.;1480005407.0001366;1480005407U0MGNKETU
1167;Vaerys;Vaerys;I’ll be in home office tomorrow, working on the Vendor Pricing Modal for SpeedyApp;1480003664.000136;1480003664U0PLNK7EK
1168;Eliar;Eliar;I'm heading to Zurich for a meeting with MoonInc;1479995172.000135;1479995172U0A8NPHRD
1169;Gaelralis;Gaelralis;I will be away from the 25th to the 3rd of December.;1479993423.000134;1479993423U0HLAK1T6
1170;Torerne;Torerne;Instead of today I will be in home office tomorrow morning to finish/update the Shopishop specification after all these calls and meetings we have had.;1479978802.000133;1479978802U035FRZHY
1171;Myke;Myke;Some delay with the local tram and missed the train. I'll be in the office a bit later.;1479969409.000132;1479969409U0MGNKETU
1172;Caenraenos;Caenraenos;Apologies for the late announcement: I will be absent for the next two days to take care of my daughter.;1479923300.0001314;1479923300U035AASB8
1173;Balaemar;Balaemar;I am also in HO tomorrow;1479911786.000128;1479911786U035FRUCY
1174;Torerne;Torerne;I am in home office tomorrow;1479908873.0001268;1479908873U035FRZHY
1175;Celtaris;Celtaris;I'm on the bus, I will be in the office in 10'.;1479887780.000126;1479887780U2Q4H6S4E
1176;Myke;Myke;As mentioned, I'm doing home office today, looking for solution for semi automated testing for the release ;1479885689.000125;1479885689U0MGNKETU
1177;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1479881589.000124;1479881589U0K4J0613
1178;Braddock;Braddock;Today (Wednesday) I will be in the office from 10:00 until 16:00. ;1479858206.000123;1479858206U0CNKFT0A
1179;Myke;Myke;I’ll be doing HO tomorrow.;1479833425.000122;1479833425U0MGNKETU
1180;Malaegor;Malaegor;tomorrow i'll have to take a day off;1479819500.000121;1479819500U2D54KATU
1181;Vaerys;Vaerys;Hey sorry guys, I have to run home. The Internet guys were supposed to come today and the person I gave the key to my home baled on me. So I will quickly rush home and keep working from there.;1479812961.00012;1479812961U0PLNK7EK
1182;Caenraenos;Caenraenos;Hey there, update: I will be later than 10 because of meeting handover telcos today morning;1479802012.000119;1479802012U035AASB8
1183;Galeris;Galeris;Hya everyone, I’ll be in HO today as i haven’t fully recovered yet, but headache seem to be gone so should be able to work normally :slightly_smiling_face:;1479795822.000118;1479795822U036SKV77
1184;Caenraenos;Caenraenos;Staying in the hospital with my daughter (she has diabetes). Will be in the office around 10;1479759936.000117;1479759936U035AASB8
1185;Caenraenos;Caenraenos;Hey everyone, I need to leave the office at 1300 due to a medical urgency in the family (nothing directly life-threatening). I should be available most of the time by phone should anything come up.;1479727001.000116;1479727001U035AASB8
1186;Galeris;Galeris;I’ll be in HO today, got a cold on the weekend, bit better today but still on tea and meds;1479709405.0001152;1479709405U036SKV77
1187;Taegarys;Taegarys;I am having a day off on monday and will be on HO on tuesday.;1479482141.000114;1479482141U25T408CS
1188;Overton;Overton;I’m working from home this morning and I’m off in the afternoon.;1479454373.000113;1479454373U0PSDKXHR
1189;Eliar;Eliar;I'm in Zurich this afternoon for a MailChimp-Training with MoonInc;1479453554.0001118;1479453554U0A8NPHRD
1190;Drevyn;Drevyn;Several Meetings tomorrow. Probably back later in the afternoon for the Gin!;1479414544.0001106;1479414544U035B8PRU
1191;Balaemar;Balaemar;tomorrow is my scheduled day off. have a nice weekend and cu on monday;1479397847.00011;1479397847U035FRUCY
1192;Caenraenos;Caenraenos;That's absolutely fine, <@U0CNKFT0A>!;1479386619.000109;1479386619U035AASB8
1193;Braddock;Braddock;I expected to be mobile again by next Monday. However, unless this weekend a fairy flies into my house and waves her magic wand, it will be more than a challenge to travel and follow the daily routine at the office. Therefore I request to do home office more than usual, only as long as necessary. It goes without saying that I’ll be in the office when work or scheduled meetings require my presents.;1479383235.000108;1479383235U0CNKFT0A
1194;Myke;Myke;As planned, I'm on HO today;1479370565.000107;1479370565U0MGNKETU
1195;Torerne;Torerne;I will be at a meeting in zurich this afternoon and tomorrow I have a day off;1479367753.000106;1479367753U035FRZHY
1196;Mamon;Mamon;I will come to the office around 11 today;1479366831.0001054;1479366831U27727KK8
1197;Celtheon;Celtheon;I’ll be on holiday on Thursday and Friday. See you next week!;1479332732.000104;1479332732U1RLS54MB
1198;Olmomir;Olmomir;:santa: <@U1D7Q9J8M>;1479331700.000103;1479331700U0CN3AKDL
1199;Vaerys;Vaerys;Fishere to you <@U1D7Q9J8M> :slightly_smiling_face:;1479331647.000102;1479331647U0PLNK7EK
1200;Darnor;Darnor;I will be off for repetition course and holidays until the 27th of December. I wish you all a very successful end of the year and happy Xmas :slightly_smiling_face:;1479331607.000101;1479331607U1D7Q9J8M
1201;Myke;Myke;I’ll be doing HO tomorrow too;1479313023.0001;1479313023U0MGNKETU
1202;Taegarys;Taegarys;I’ll be doing HO tomorrow;1479298155.000099;1479298155U25T408CS
1203;Darnor;Darnor;I'm running a littlw late. Will be in the Office in about 20min;1479282525.000098;1479282525U1D7Q9J8M
1204;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1479277546.000097;1479277546U0K4J0613
1205;Myke;Myke;I'll be about 40 min late. Missed my train this morning.;1479194631.000096;1479194631U0MGNKETU
1206;Maehagar;Maehagar;as written on 31/10, I'll be off tomorrow afternoon;1479140207.000094;1479140207U278DLL2D
1207;Myke;Myke;I'm at HO working on SEO optimisation CR ;1478848656.000093;1478848656U0MGNKETU
1208;Myke;Myke;I’ll be doing HO toorrow;1478795960.000092;1478795960U0MGNKETU
1209;Darnor;Darnor;I will be in HO office tomorrow morning until app 10am due to a key handover. ;1478777649.000091;1478777649U1D7Q9J8M
1210;Gaelralis;Gaelralis;my sbahn is delayed. i ll come a bit after 9:00;1478763524.0000901;1478763524U0HLAK1T6
1211;Balaemar;Balaemar;I am in HO today;1478761224.0000892;1478761224U035FRUCY
1212;Taegarys;Taegarys;I’ll be arriving a little later this morning, i have to see a pharmacist at 8am.;1478759137.000088;1478759137U25T408CS
1213;Balaemar;Balaemar;tomorrow i am in HO. I will be off around 9 for around 30min to bring my car into the garage - i still driving on summer tires :grimacing:;1478699008.000087;1478699008U035FRUCY
1214;Myke;Myke;Today I'm doing HO;1478677353.0000858;1478677353U0MGNKETU
1215;Jaereron;Jaereron;Bruce is late because of the train... again ;1478675453.0000849;1478675453U035G5WMS
1216;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1478668630.000084;1478668630U0K4J0613
1217;Ryswell;Ryswell;Tomorrow I will be all day at the Programmatic Advertising Day 2016 in Zürich;1478623207.000083;1478623207U2777Q7E3
