;user;class;text;ts;key
977;Maehagar;1;Will be late for the daily;1485330254.000182;1485330254U278DLL2D
977;Maehagar;1;since I missed my train;1485330254.000182;1485330254U278DLL2D
978;Torerne;6;<@U035B8PRU> I are at World Web Forum today.;1485327457.000181;1485327457U035FRZHY
979;Overton;4;I will have to leave a bit earlier today because of a doctors appointment.;1485327035.00018;1485327035U0PSDKXHR
980;Baegar;3;as announced: HO today;1485325875.0001788;1485325875U035J4RG4
981;Joragni;2;Today is my scheduled day off.;1485325564.0001779;1485325564U0K4J0613
981;Joragni;7;See you again on Thursday.;1485325564.0001779;1485325564U0K4J0613
982;Mamon;1;I will be in the office at 11 am today.;1485241034.000176;1485241034U27727KK8
983;Celtaris;4;I will have an appointment at the doctor tomorrow afternoon;1485183402.000175;1485183402U2Q4H6S4E
983;Celtaris;3;will be in HO afterwards.;1485183402.000175;1485183402U2Q4H6S4E
984;Taegarys;3;I’ll be doing HO tomorrow;1485179746.000174;1485179746U25T408CS
985;Furrow;8;<@U3V31A9M0|Eliarch> has joined the channel;1485176785.0001721;1485176785U3V31A9M0
986;Styrund;3;I will be in Home Office this Friday afternoon.;1485162029.0001712;1485162029U036U40UC
987;Maehagar;8;Good morning!;1485157284.00017;1485157284U278DLL2D
987;Maehagar;8;Had to pick up some stuff at the post office;1485157284.00017;1485157284U278DLL2D
987;Maehagar;8;the queue was a tad longer than I expected;1485157284.00017;1485157284U278DLL2D
987;Maehagar;1;so I won't make it to the daily...;1485157284.00017;1485157284U278DLL2D
988;Baegar;3;On wednesday I'm going to be in HO.;1485155152.000169;1485155152U035J4RG4
989;Balaemar;8;moin moin.;1485153399.000168;1485153399U035FRUCY
989;Balaemar;3;as announced I am in HO today.;1485153399.000168;1485153399U035FRUCY
989;Balaemar;1;At 8:15 I have an appointment at the school of my son;1485153399.000168;1485153399U035FRUCY
989;Balaemar;7;will be back at 9:30.;1485153399.000168;1485153399U035FRUCY
990;Myke;1;I'm later than expected.;1484903101.000167;1484903101U0MGNKETU
990;Myke;8;Some complication I need to wait for some fax at the local agency office.;1484903101.000167;1484903101U0MGNKETU
991;Taegarys;1;I’ll be having an appointment at 4.30;1484899937.000166;1484899937U25T408CS
991;Taegarys;1;will therefore be leaving somewhat before 4pm;1484899937.000166;1484899937U25T408CS
992;Balaemar;8;On monday morning I have an appointment in my son's school about the switch to secondary school.;1484899852.000165;1484899852U035FRUCY
992;Balaemar;3;I will be working in HO after that;1484899852.000165;1484899852U035FRUCY
992;Balaemar;3;be available soon after 9:00;1484899852.000165;1484899852U035FRUCY
993;Celtaris;5;I will have to pick up my daughter as she is ill.;1484899721.000164;1484899721U2Q4H6S4E
993;Celtaris;3;I will be in HO for the rest of the day.;1484899721.000164;1484899721U2Q4H6S4E
994;Ryswell;2;Next Monday is my day off instead of Friday.;1484847190.000163;1484847190U2777Q7E3
995;Myke;8;I need to go to BetreibungCaenraenost to get a register for my permit application.;1484843837.000162;1484843837U0MGNKETU
995;Myke;1;Will be in the office about an hour later.;1484843837.000162;1484843837U0MGNKETU
996;Maehagar;3;I would like to be in HO tomorrow;1484843717.000161;1484843717U278DLL2D
996;Maehagar;8;- must wait for some furniture to arrive.;1484843717.000161;1484843717U278DLL2D
997;Varnolf;2;I’m on vacation this afternoon Thursday Friday;1484728525.00016;1484728525U07CL886M
998;Darnor;1;Didn't hear my alarm... Will be in the office about 30min late.;1484726163.000159;1484726163U1D7Q9J8M
999;Myke;1;I'll be about 40min late in the office.;1484724781.000158;1484724781U0MGNKETU
999;Myke;1;Missed my train this morning;1484724781.000158;1484724781U0MGNKETU
999;Myke;1;taking the 8 o'clock train.;1484724781.000158;1484724781U0MGNKETU
1000;Joragni;2;Today is my scheduled day off.;1484724076.000157;1484724076U0K4J0613
1000;Joragni;7;See you again on Thursday.;1484724076.000157;1484724076U0K4J0613
1001;Mamon;5;I have been having some abdominal problems last night;1484723082.0001562;1484723082U27727KK8
1001;Mamon;5;I am still feeling quite unwell.;1484723082.0001562;1484723082U27727KK8
1001;Mamon;5;I have taken the medication;1484723082.0001562;1484723082U27727KK8
1001;Mamon;1;I will come to the office when it starts working - hopefully around 12 noon.;1484723082.0001562;1484723082U27727KK8
1002;Celtaris;3;I will be in HO tomorrow morning;1484659493.000155;1484659493U2Q4H6S4E
1002;Celtaris;2;have the afternoon off.;1484659493.000155;1484659493U2Q4H6S4E
1003;Styrund;3;I will be in HomeOffice tomorrow afternoon;1484649859.000154;1484649859U036U40UC
1003;Styrund;4;because my boys have a Dentist Appointment;1484649859.000154;1484649859U036U40UC
1003;Styrund;8;at 17:45 we’ll have «Elterngespräch» at the School.;1484649859.000154;1484649859U036U40UC
1004;Taegarys;1;I’ll be having an appointment with the authorities after lunch;1484646702.0001528;1484646702U25T408CS
1004;Taegarys;1;supposed to be back at around 2:30pm.;1484646702.0001528;1484646702U25T408CS
1005;Braddock;1;I run 5 min late.;1484639502.0001519;1484639502U0CNKFT0A
1005;Braddock;4;It takes a bit longer at the Ortho Team.;1484639502.0001519;1484639502U0CNKFT0A
1006;Maehagar;1;Good morning - missed the train today;1484638235.000151;1484638235U278DLL2D
1006;Maehagar;1;will probably miss the daily too.;1484638235.000151;1484638235U278DLL2D
1006;Maehagar;8;@spectra: I completed everything I had to do yesterday except for one small regex.;1484638235.000151;1484638235U278DLL2D
1007;Myke;3;hi team I'll be doing home office today.;1484636435.00015;1484636435U0MGNKETU
1007;Myke;5;Still not feeling well enough for long commute;1484636435.00015;1484636435U0MGNKETU
1007;Myke;8;well enough to do some work.;1484636435.00015;1484636435U0MGNKETU
1007;Myke;8;Sorry for late notice.;1484636435.00015;1484636435U0MGNKETU
1008;Darnor;8;yes... :slightly_smiling_face: ordered a lot :slightly_smiling_face:;1484582918.000149;1484582918U1D7Q9J8M
1009;Celtaris;8;Again?;1484582296.000148;1484582296U2Q4H6S4E
1009;Celtaris;8;:wink:;1484582296.000148;1484582296U2Q4H6S4E
1010;Darnor;1;will leave at 17:20;1484582206.000147;1484582206U1D7Q9J8M
1010;Darnor;3;be online again after 18:00.;1484582206.000147;1484582206U1D7Q9J8M
1010;Darnor;8;Post office...;1484582206.000147;1484582206U1D7Q9J8M
1011;Taegarys;3;I’ll be doing home office tomorrow.;1484570316.0001464;1484570316U25T408CS
1012;Styrund;1;I propably wont make it for the Daily tomorrow;1484568181.000145;1484568181U036U40UC
1012;Styrund;4;coz my wife has a doctos appointment at 8.15;1484568181.000145;1484568181U036U40UC
1013;Gaelralis;1;I have to leave early today at 14:30) will do HO the rest of the afternoon.;1484567758.000144;1484567758U0HLAK1T6
1013;Gaelralis;1;Also I'll come around 10:00 tomorrow;1484567758.000144;1484567758U0HLAK1T6
1013;Gaelralis;3;will do HO during the first part of the morning.;1484567758.000144;1484567758U0HLAK1T6
1014;Baegar;3;I will be in Home Office on Wednesday January 18th).;1484552387.000143;1484552387U035J4RG4
1015;Myke;5;Hi team I'm feeling very bad with the cold with headache fever cough.;1484505657.000142;1484505657U0MGNKETU
1015;Myke;5;If I'm not feeling any better tomorrow I'd like to call in sick;1484505657.000142;1484505657U0MGNKETU
1015;Myke;3;do some work from home if I'm feeling better enough.;1484505657.000142;1484505657U0MGNKETU
1016;Barler;8;<@U036SKV77> gueti Besserig!;1484290750.00014;1484290750U3LNBFS85
1017;Galeris;5;Hya all unfortunately i'm not feeling nearly as well as I'd hoped;1484289300.000139;1484289300U036SKV77
1017;Galeris;3;so I'll be in home office again today - <@U036U40UC>  <@U035AASB8> please contact me through screenhero as soon as possible so we can talk about how to continue!;1484289300.000139;1484289300U036SKV77
1018;Eliar;6;<@U3LNAQR8D>: <@U2777Q7E3> <@U035B8PRU> I are in Brugg this morning for the annual meeting with NAB;1484288840.000138;1484288840U0A8NPHRD
1019;Barler;1;I need to leave earlier today.;1484229656.0001366;1484229656U3LNBFS85
1020;Styrund;3;I will be in Home Office Tomorrow Friday the 13th… :evil: ) afternoon;1484208074.000135;1484208074U036U40UC
1021;Darnor;1;Im running 10' late;1484207550.000134;1484207550U1D7Q9J8M
1022;Braddock;1;I will arrive 6 minutes later at the office.;1484203498.000133;1484203498U0CNKFT0A
1022;Braddock;1;In the late afternoon I will leave early to pick up a book in the library.;1484203498.000133;1484203498U0CNKFT0A
1023;Galeris;5;Hya all feeling quite a bit better today still not entirely well so will be working from HO today.;1484201437.000132;1484201437U036SKV77
1024;Balaemar;8;moin moin.;1484200901.0001314;1484200901U035FRUCY
1024;Balaemar;3;As mentioned yesterday I am in HO today.;1484200901.0001314;1484200901U035FRUCY
1025;Maehagar;1;friday morning I'll have to come @11.00 - paperwork again...;1484155014.0001302;1484155014U278DLL2D
1026;Celtaris;1;I will have to leave a little earlier today after 17.00) will be online again later.;1484147747.000129;1484147747U2Q4H6S4E
1027;Balaemar;3;Tomorrow I am in HO.;1484123911.000128;1484123911U035FRUCY
1028;Aegamarr;8;<@U3LNAQR8D|Aegamarr> has joined the channel;1484123814.000126;1484123814U3LNAQR8D
1029;Barler;8;<@U3LNBFS85|Barler> has joined the channel;1484122984.000124;1484122984U3LNBFS85
1030;Maehagar;1;Will miss the daily today;1484119333.000123;1484119333U278DLL2D
1030;Maehagar;1;- didn't make it to the train in time;1484119333.000123;1484119333U278DLL2D
1031;Galeris;5;As some of you probably noticed I haven't been feeling too well the past 2 days;1484116360.000122;1484116360U036SKV77
1031;Galeris;5;yesterday the cold finally got to me so I'll be staying home sick today;1484116360.000122;1484116360U036SKV77
1032;Joragni;2;Today is my scheduled day off.;1484113218.000121;1484113218U0K4J0613
1032;Joragni;7;See you again on Thursday.;1484113218.000121;1484113218U0K4J0613
1033;Torerne;6;I am at a meeting with amag tomorrow morning;1484069358.00012;1484069358U035FRZHY
1033;Torerne;7;hope to be back by midday;1484069358.00012;1484069358U035FRZHY
1034;Braddock;6;Tomorrow afternoon I will be out of office for a meeting with ZHAW.;1484069087.000119;1484069087U0CNKFT0A
1035;Darnor;8;I need to pick up something at my nearby post office.;1484061499.000117;1484061499U1D7Q9J8M
1035;Darnor;1;Will be gone at 17:30;1484061499.000117;1484061499U1D7Q9J8M
1035;Darnor;3;be online at 18:00 from home again.;1484061499.000117;1484061499U1D7Q9J8M
1036;Baegar;1;I'll have to leave a little bit earlier today at about 17:20.;1484059799.000116;1484059799U035J4RG4
1037;Mamon;1;Very poor driving conditions - my new ETA: 10:45 am;1484038421.0001152;1484038421U27727KK8
1038;Olmomir;1;My alarm went off.;1484033689.000114;1484033689U0CN3AKDL
1038;Olmomir;1;Won't make it in the daily.;1484033689.000114;1484033689U0CN3AKDL
1039;Myke;1;I'll be a few min late in the office.;1484032571.000113;1484032571U0MGNKETU
1039;Myke;1;Trains were delayed this morning because of the snow.;1484032571.000113;1484032571U0MGNKETU
1040;Mamon;1;I will be in the office at 10 am today.;1484031824.0001118;1484031824U27727KK8
1041;Taegarys;3;will be doing home office tomorrow;1483966410.0001106;1483966410U25T408CS
1042;Balaemar;5;I feel better today;1483688668.00011;1483688668U035FRUCY
1042;Balaemar;3;I am once more in HO;1483688668.00011;1483688668U035FRUCY
1043;Myke;1;The train is 10 min late because of the snow.;1483688466.000109;1483688466U0MGNKETU
1043;Myke;1;I will be slightly late in the office;1483688466.000109;1483688466U0MGNKETU
1044;Mamon;1;Slow driving today - I won't make it to the daily meeting.;1483687732.000108;1483687732U27727KK8
1045;Maehagar;1;Won't be able to make it to the daily;1483686815.000107;1483686815U278DLL2D
1045;Maehagar;1;- had to visit the post office;1483686815.000107;1483686815U278DLL2D
1046;Darnor;3;As announced yesterday I'm in HO;1483686119.000106;1483686119U1D7Q9J8M
1047;Torerne;3;I will work from home tomorrow;1483634332.0001054;1483634332U035FRZHY
1047;Torerne;1;need to leave at 3.15pm.;1483634332.0001054;1483634332U035FRZHY
1048;Darnor;3;Will be in HO until my expected delivery arrives.;1483634253.000104;1483634253U1D7Q9J8M
1048;Darnor;1;Will be in the office at latest at 11am.;1483634253.000104;1483634253U1D7Q9J8M
1049;Balaemar;5;I still have a cold with fever feel bad.;1483631930.000103;1483631930U035FRUCY
1049;Balaemar;3;If not better tomorrow I will be in HO again.;1483631930.000103;1483631930U035FRUCY
1050;Torerne;1;I will leave a bit earlier today;1483614496.000102;1483614496U035FRZHY
1050;Torerne;4;my father is in hospital again) with pleunomia.;1483614496.000102;1483614496U035FRZHY
1051;Balaemar;3;As announced I am in HO today.;1483602667.000101;1483602667U035FRUCY
1052;Braddock;1;I worked until very late in the night.;1483599357.0001;1483599357U0CNKFT0A
1052;Braddock;1;I will arrive later in the office this morning.;1483599357.0001;1483599357U0CNKFT0A
1053;Caenraenos;2;As announced I will not be in the office today;1483598807.000099;1483598807U035AASB8
1053;Caenraenos;2;will have reduced availability.;1483598807.000099;1483598807U035AASB8
1054;Balaemar;5;I still do not feel better.;1483539436.000098;1483539436U035FRUCY
1054;Balaemar;3;To no one infect in order to recover as quickly as possible I will work in the HO tomorrow.;1483539436.000098;1483539436U035FRUCY
1055;Braddock;1;I’ve to go to the office of the health insurance;1483524207.000097;1483524207U0CNKFT0A
1055;Braddock;7;expect to be back within an hour.;1483524207.000097;1483524207U0CNKFT0A
1056;Overton;4;I have to leave a bit earlier today for a doctors appointment;1483516191.000096;1483516191U0PSDKXHR
1056;Overton;1;will be offline from 16-16.45;1483516191.000096;1483516191U0PSDKXHR
1056;Overton;3;I will continue my work from home afterwards.;1483516191.000096;1483516191U0PSDKXHR
1057;Joragni;2;Today is my scheduled day off.;1483511514.000095;1483511514U0K4J0613
1057;Joragni;7;See you again on Thursday.;1483511514.000095;1483511514U0K4J0613
1058;Braddock;4;In the morning I have an appointment with the physiotherapist.;1483485621.000094;1483485621U0CNKFT0A
1059;Darnor;1;Due to late arrival I'll be 15min late...;1483428198.000093;1483428198U1D7Q9J8M
1060;Maehagar;5;I'd like to take this day off - I don't really feel well;1483418924.000092;1483418924U278DLL2D
1061;Mamon;8;I just came back home after a long;1483413050.000091;1483413050U27727KK8
1061;Mamon;8;tiring travel.;1483413050.000091;1483413050U27727KK8
1061;Mamon;8;I am going to sleep now;1483413050.000091;1483413050U27727KK8
1061;Mamon;1;I will be in the office around 11 am.;1483413050.000091;1483413050U27727KK8
1062;Caenraenos;4;On thursday I am taking my daughter to the children’s hospital therefore probably out of office for the day.;1483388944.0000901;1483388944U035AASB8
1062;Caenraenos;3;I will however be at my laptop reachable when possible i.e.;1483388944.0000901;1483388944U035AASB8
1062;Caenraenos;4;during waits – it's a hospital).;1483388944.0000901;1483388944U035AASB8
1063;Drevyn;8;Happy New year to everyone.;1483290072.0000892;1483290072U035B8PRU
1063;Drevyn;8;Please keep in mind;1483290072.0000892;1483290072U035B8PRU
1063;Drevyn;8;that tomorrow is still Sunday in the Canton of Zurich.;1483290072.0000892;1483290072U035B8PRU
1063;Drevyn;8;No need to work.;1483290072.0000892;1483290072U035B8PRU
1063;Drevyn;7;See you all on Tuesday.;1483290072.0000892;1483290072U035B8PRU
1064;Caenraenos;8;Happy new year Luan!;1483286473.000088;1483286473U035AASB8
1065;Olmomir;8;Wish you all a happy new year :balloon::fireworks::confetti_ball: .;1483286334.000087;1483286334U0CN3AKDL
1065;Olmomir;7;I just landed in Zurich so Im back!;1483286334.000087;1483286334U0CN3AKDL
1066;Celtaris;2;I have a day off tomorrow;1483044327.0000858;1483044327U2Q4H6S4E
1066;Celtaris;3;I am available for BN;1483044327.0000858;1483044327U2Q4H6S4E
1066;Celtaris;3;working from home if necessary).;1483044327.0000858;1483044327U2Q4H6S4E
1067;Myke;3;I’m working from home tomorrow from 8am;1483033092.0000849;1483033092U0MGNKETU
1067;Myke;8;to support BN porsche testing on live;1483033092.0000849;1483033092U0MGNKETU
1068;Celtheon;3;I'm working from home today.;1482992268.000084;1482992268U1RLS54MB
1068;Celtheon;1;I'll be off between 12:00-14:00 continue after 14:00.;1482992268.000084;1482992268U1RLS54MB
1069;Caenraenos;8;Same here.;1482975413.000083;1482975413U035AASB8
1069;Caenraenos;1;Will be in the office around 1000;1482975413.000083;1482975413U035AASB8
1070;Myke;1;I’ll be coming in a bit later today to catch some sleep.;1482973821.000082;1482973821U0MGNKETU
1071;Taegarys;4;Because of a docs appointment at 17.15 I’ll have to leave right after 16.15.;1482935150.000081;1482935150U25T408CS
1072;Maehagar;1;Lost my train;1482910341.00008;1482910341U278DLL2D
1072;Maehagar;1;will be late for the daily...;1482910341.00008;1482910341U278DLL2D
